match_sequence,match_id,half_sequence,start_position,end_position,pass_frequency
21,3895244,1,Right Wing Back,Left Defensive Midfield,1
21,3895244,1,Right Wing Back,Right Center Forward,1
21,3895244,1,Right Wing Back,Goal,1
21,3895244,1,Left Wing Back,Left Center Forward,7
21,3895244,1,Left Wing Back,Left Center Back,12
21,3895244,1,Left Wing Back,Right Center Forward,6
21,3895244,1,Left Wing Back,Left Defensive Midfield,4
21,3895244,1,Left Wing Back,Right Wing Back,2
21,3895244,1,Left Wing Back,Right Center Back,2
21,3895244,1,Left Wing Back,Right Defensive Midfield,5
21,3895244,1,Left Wing Back,Center Attacking Midfield,7
21,3895244,1,Left Wing Back,Center Back,1
21,3895244,1,Right Center Forward,Center Back,1
21,3895244,1,Right Center Forward,Right Wing Back,1
21,3895244,1,Right Center Forward,Center Attacking Midfield,3
21,3895244,1,Right Center Forward,Left Wing Back,2
21,3895244,1,Right Center Forward,Left Center Forward,2
21,3895244,1,Right Center Forward,Left Defensive Midfield,1
21,3895244,1,Right Center Forward,Off T,1
21,3895244,1,Right Center Forward,Right Defensive Midfield,1
21,3895244,1,Right Center Forward,Blocked,1
21,3895244,1,Center Back,Left Defensive Midfield,4
21,3895244,1,Center Back,Center Attacking Midfield,7
21,3895244,1,Center Back,Left Center Back,6
21,3895244,1,Center Back,Right Defensive Midfield,4
21,3895244,1,Center Back,Right Center Back,5
21,3895244,1,Center Back,Left Wing Back,4
21,3895244,1,Center Back,Right Wing Back,1
21,3895244,1,Center Back,Goalkeeper,2
21,3895244,1,Center Back,Left Center Forward,1
21,3895244,1,Center Attacking Midfield,Right Center Back,5
21,3895244,1,Center Attacking Midfield,Left Defensive Midfield,3
21,3895244,1,Center Attacking Midfield,Left Center Forward,8
21,3895244,1,Center Attacking Midfield,Right Center Forward,3
21,3895244,1,Center Attacking Midfield,Saved,1
21,3895244,1,Center Attacking Midfield,Right Wing Back,2
21,3895244,1,Center Attacking Midfield,Left Wing Back,6
21,3895244,1,Center Attacking Midfield,Left Center Back,1
21,3895244,1,Center Attacking Midfield,Center Back,2
21,3895244,1,Left Center Forward,Left Defensive Midfield,4
21,3895244,1,Left Center Forward,Center Attacking Midfield,10
21,3895244,1,Left Center Forward,Right Center Forward,2
21,3895244,1,Left Center Forward,Right Defensive Midfield,2
21,3895244,1,Left Center Forward,Left Wing Back,3
21,3895244,1,Goalkeeper,Right Center Forward,6
21,3895244,1,Goalkeeper,Left Wing Back,2
21,3895244,1,Goalkeeper,Center Back,1
21,3895244,1,Goalkeeper,Left Center Back,3
21,3895244,1,Goalkeeper,Left Center Forward,1
21,3895244,1,Goalkeeper,Right Center Back,2
21,3895244,1,Goalkeeper,Left Defensive Midfield,1
21,3895244,1,Goalkeeper,Right Wing Back,1
21,3895244,1,Right Defensive Midfield,Left Center Forward,5
21,3895244,1,Right Defensive Midfield,Center Back,9
21,3895244,1,Right Defensive Midfield,Blocked,1
21,3895244,1,Right Defensive Midfield,Left Defensive Midfield,1
21,3895244,1,Right Defensive Midfield,Left Center Back,3
21,3895244,1,Right Defensive Midfield,Right Wing Back,1
21,3895244,1,Right Defensive Midfield,Center Attacking Midfield,6
21,3895244,1,Right Defensive Midfield,Right Center Forward,2
21,3895244,1,Right Defensive Midfield,Right Defensive Midfield,7
21,3895244,1,Right Defensive Midfield,Left Wing Back,6
21,3895244,1,Right Defensive Midfield,Right Center Back,1
21,3895244,2,Right Wing Back,Right Defensive Midfield,1
21,3895244,2,Right Wing Back,Center Attacking Midfield,5
21,3895244,2,Right Wing Back,Left Center Forward,3
21,3895244,2,Right Wing Back,Blocked,1
21,3895244,2,Right Wing Back,Off T,3
21,3895244,2,Right Wing Back,Left Defensive Midfield,1
21,3895244,2,Right Wing Back,Right Center Back,3
21,3895244,2,Right Wing Back,Right Center Forward,3
21,3895244,2,Right Wing Back,Left Wing Back,1
21,3895244,2,Left Defensive Midfield,Right Center Forward,4
21,3895244,2,Left Defensive Midfield,Left Defensive Midfield,8
21,3895244,2,Left Defensive Midfield,Center Attacking Midfield,3
21,3895244,2,Left Defensive Midfield,Goalkeeper,2
21,3895244,2,Left Defensive Midfield,Left Center Back,4
21,3895244,2,Left Defensive Midfield,Left Wing Back,2
21,3895244,2,Left Defensive Midfield,Right Center Back,1
21,3895244,2,Left Defensive Midfield,Center Back,1
21,3895244,2,Left Defensive Midfield,Right Wing Back,1
21,3895244,2,Left Center Back,Goalkeeper,4
21,3895244,2,Left Center Back,Center Attacking Midfield,2
21,3895244,2,Left Center Back,Left Wing Back,5
21,3895244,2,Left Center Back,Left Center Forward,3
21,3895244,2,Left Center Back,Center Back,3
21,3895244,2,Left Center Back,Right Defensive Midfield,4
21,3895244,2,Left Center Back,Left Defensive Midfield,6
21,3895244,2,Left Center Back,Right Center Forward,4
21,3895244,2,Goalkeeper,Center Back,2
21,3895244,2,Goalkeeper,Right Center Forward,7
21,3895244,2,Goalkeeper,Right Wing Back,2
21,3895244,2,Goalkeeper,Left Defensive Midfield,2
21,3895244,2,Goalkeeper,Left Center Back,3
21,3895244,2,Goalkeeper,Left Center Forward,2
21,3895244,2,Goalkeeper,Right Defensive Midfield,1
21,3895244,2,Goalkeeper,Left Wing Back,2
21,3895244,2,Goalkeeper,Right Center Back,1
21,3895244,2,Center Back,Left Defensive Midfield,4
21,3895244,2,Center Back,Goalkeeper,1
21,3895244,2,Center Back,Right Defensive Midfield,3
21,3895244,2,Center Back,Left Center Forward,2
21,3895244,2,Center Back,Right Center Back,2
21,3895244,2,Center Back,Center Attacking Midfield,1
21,3895244,2,Center Back,Right Wing Back,1
21,3895244,2,Center Back,Left Center Back,1
21,3895244,2,Right Defensive Midfield,Goalkeeper,2
21,3895244,2,Right Defensive Midfield,Center Attacking Midfield,10
21,3895244,2,Right Defensive Midfield,Right Center Back,5
21,3895244,2,Right Defensive Midfield,Right Defensive Midfield,4
21,3895244,2,Right Defensive Midfield,Right Wing Back,2
21,3895244,2,Right Defensive Midfield,Left Wing Back,5
21,3895244,2,Right Defensive Midfield,Left Center Forward,5
21,3895244,2,Right Defensive Midfield,Blocked,1
21,3895244,2,Right Defensive Midfield,Right Center Forward,1
21,3895244,2,Right Defensive Midfield,Left Center Back,1
21,3895244,2,Center Attacking Midfield,Left Defensive Midfield,3
21,3895244,2,Center Attacking Midfield,Center Back,1
21,3895244,2,Center Attacking Midfield,Right Center Forward,5
21,3895244,2,Center Attacking Midfield,Right Center Back,3
21,3895244,2,Center Attacking Midfield,Left Wing Back,3
21,3895244,2,Center Attacking Midfield,Left Center Forward,5
21,3895244,2,Center Attacking Midfield,Right Defensive Midfield,2
21,3895244,2,Center Attacking Midfield,Right Wing Back,9
21,3895244,2,Center Attacking Midfield,Left Center Back,2
21,3895244,2,Center Attacking Midfield,Goalkeeper,1
21,3895244,2,Center Attacking Midfield,Post,1
21,3895244,2,Right Center Back,Right Wing Back,3
21,3895244,2,Right Center Back,Right Center Forward,1
21,3895244,2,Right Center Back,Center Attacking Midfield,3
21,3895244,2,Right Center Back,Goalkeeper,5
21,3895244,2,Right Center Back,Center Back,3
21,3895244,2,Right Center Back,Right Defensive Midfield,1
21,3895244,2,Right Center Back,Left Defensive Midfield,2
21,3895244,2,Right Center Back,Left Center Forward,2
21,3895244,2,Right Center Back,Left Center Back,1
21,3895244,2,Left Wing Back,Center Attacking Midfield,6
21,3895244,2,Left Wing Back,Left Center Forward,7
21,3895244,2,Left Wing Back,Blocked,1
21,3895244,2,Left Wing Back,Left Center Back,7
21,3895244,2,Left Wing Back,Left Defensive Midfield,2
21,3895244,2,Left Wing Back,Right Wing Back,1
21,3895244,2,Left Wing Back,Right Center Forward,3
21,3895244,2,Right Center Forward,Left Center Forward,1
21,3895244,2,Right Center Forward,Right Wing Back,5
21,3895244,2,Right Center Forward,Left Defensive Midfield,4
21,3895244,2,Right Center Forward,Center Attacking Midfield,5
21,3895244,2,Right Center Forward,Left Wing Back,2
21,3895244,2,Right Center Forward,Left Center Back,1
21,3895244,2,Right Center Forward,Blocked,1
21,3895244,2,Right Center Forward,Right Defensive Midfield,1
21,3895244,2,Left Center Forward,Center Attacking Midfield,5
21,3895244,2,Left Center Forward,Left Wing Back,5
21,3895244,2,Left Center Forward,Right Wing Back,2
21,3895244,2,Left Center Forward,Right Defensive Midfield,3
21,3895244,2,Left Center Forward,Left Defensive Midfield,2
21,3895244,2,Left Center Forward,Off T,1
21,3895244,2,Left Center Forward,Right Center Back,1
21,3895244,2,Left Center Forward,Right Center Forward,2
21,3895244,2,Left Center Forward,Left Center Back,2
21,3895244,2,Left Center Forward,Goal,1
21,3895244,2,Right Wing,Center Attacking Midfield,2
21,3895244,2,Left Back,Left Wing Back,1
21,3895244,2,Left Back,Right Center Forward,2
21,3895244,2,Left Wing,Center Attacking Midfield,1
21,3895244,2,Center Forward,Left Center Back,1
21,3895244,2,Right Back,Right Wing Back,1
21,3895244,2,Right Back,Right Center Forward,1
22,3895232,1,Right Center Back,Right Wing Back,7
22,3895232,1,Right Center Back,Center Back,5
22,3895232,1,Right Center Back,Left Attacking Midfield,6
22,3895232,1,Right Center Back,Goalkeeper,4
22,3895232,1,Right Center Back,Left Defensive Midfield,1
22,3895232,1,Right Center Back,Right Attacking Midfield,3
22,3895232,1,Right Center Back,Right Defensive Midfield,6
22,3895232,1,Right Center Back,Center Forward,1
22,3895232,1,Right Wing Back,Left Center Back,1
22,3895232,1,Right Wing Back,Right Attacking Midfield,5
22,3895232,1,Right Wing Back,Right Center Back,6
22,3895232,1,Right Wing Back,Center Forward,3
22,3895232,1,Right Wing Back,Right Defensive Midfield,4
22,3895232,1,Right Wing Back,Goalkeeper,1
22,3895232,1,Right Wing Back,Goal,1
22,3895232,1,Right Wing Back,Left Attacking Midfield,1
22,3895232,1,Right Wing Back,Center Back,1
22,3895232,1,Left Center Back,Left Defensive Midfield,6
22,3895232,1,Left Center Back,Left Wing Back,5
22,3895232,1,Left Center Back,Center Back,5
22,3895232,1,Left Center Back,Right Defensive Midfield,5
22,3895232,1,Left Center Back,Left Attacking Midfield,2
22,3895232,1,Left Center Back,Right Attacking Midfield,2
22,3895232,1,Left Center Back,Goalkeeper,2
22,3895232,1,Left Center Back,Center Forward,2
22,3895232,1,Left Center Back,Off T,1
22,3895232,1,Left Defensive Midfield,Left Center Back,3
22,3895232,1,Left Defensive Midfield,Center Forward,5
22,3895232,1,Left Defensive Midfield,Right Attacking Midfield,1
22,3895232,1,Left Defensive Midfield,Left Wing Back,3
22,3895232,1,Left Defensive Midfield,Right Wing Back,2
22,3895232,1,Left Defensive Midfield,Center Back,2
22,3895232,1,Left Defensive Midfield,Blocked,1
22,3895232,1,Left Defensive Midfield,Right Center Back,3
22,3895232,1,Center Forward,Left Center Back,2
22,3895232,1,Center Forward,Right Defensive Midfield,5
22,3895232,1,Center Forward,Left Attacking Midfield,5
22,3895232,1,Center Forward,Left Defensive Midfield,4
